año_mes;provincia_zona;genero;rubro;Cantidad;remuneracion_Med;remuneracion_prom
42461;Catamarca;Masculino;Litio-Produccion;205;35187,2;39990,37
42461;Jujuy;Femenino;Litio-Produccion;41;26404;36019,7
42461;Jujuy;Masculino;Litio-Produccion;239;17873,3;24293,52
42461;Mendoza;Femenino;Litio-Produccion;1;29970;29970
42461;Mendoza;Masculino;Litio-Produccion;1;24187;24187
42461;Salta;Femenino;Litio-exploración y financiación;18;32263,15;42813,43
42461;Salta;Femenino;Litio-Produccion;23;27830,5;30424,06
42461;Salta;Masculino;Litio-exploración y financiación;105;20279,2;39545,54
42461;Salta;Masculino;Litio-Produccion;57;29942,3;45418,59
42491;Catamarca;Femenino;Litio-Produccion;20;24187,2;35180,82
42491;Catamarca;Masculino;Litio-Produccion;205;40988,1;48532,98
42491;Jujuy;Femenino;Litio-Produccion;42;20997,8;27490,89
42491;Jujuy;Masculino;Litio-Produccion;243;18681;24240,9
42491;Mendoza;Femenino;Litio-Produccion;2;21207,9;21207,9
42491;Mendoza;Masculino;Litio-Produccion;1;24187;24187
42491;Salta;Femenino;Litio-exploración y financiación;17;31355,2;40368,78
42491;Salta;Femenino;Litio-Produccion;23;27830,5;32761,91
42491;Salta;Masculino;Litio-exploración y financiación;105;21296,4;40023,28
42491;Salta;Masculino;Litio-Produccion;56;31841,25;45391,61
42522;Catamarca;Femenino;Litio-Produccion;20;49173,05;71517,33
42522;Catamarca;Masculino;Litio-Produccion;202;83483,5;90137,58
42522;Jujuy;Femenino;Litio-Produccion;42;34551,5;41395,93
42522;Jujuy;Masculino;Litio-Produccion;244;27578,9;36159,63
42522;Mendoza;Femenino;Litio-Produccion;2;32819,05;32819,05
42522;Mendoza;Masculino;Litio-Produccion;1;36280,5;36280,5
42522;Salta;Femenino;Litio-exploración y financiación;18;41588,65;56343,44
42522;Salta;Femenino;Litio-Produccion;22;51983,05;64073,01
42522;Salta;Masculino;Litio-exploración y financiación;106;32367,65;57030,32
42522;Salta;Masculino;Litio-Produccion;56;74810,6;88827,76
42552;Catamarca;Femenino;Litio-Produccion;23;25658,9;40547,86
42552;Catamarca;Masculino;Litio-Produccion;204;48814,85;54925,79
42552;Jujuy;Femenino;Litio-Produccion;42;26426,3;29518,83
42552;Jujuy;Masculino;Litio-exploración y financiación;1;62029,8;62029,8
42552;Jujuy;Masculino;Litio-Produccion;251;24126,8;28870,38
42552;Mendoza;Femenino;Litio-Produccion;4;23984,5;23689,75
42552;Mendoza;Masculino;Litio-Produccion;3;49700;53596,07
42552;Salta;Femenino;Litio-exploración y financiación;18;20480,1;35555,38
42552;Salta;Femenino;Litio-Produccion;22;30907,65;39082,73
42552;Salta;Masculino;Litio-exploración y financiación;106;21240,15;40203,27
42552;Salta;Masculino;Litio-Produccion;56;44575,1;64379,56
42583;Catamarca;Femenino;Litio-Produccion;27;23788,8;38733,31
42583;Catamarca;Masculino;Litio-Produccion;206;47022,75;52993,1
42583;Jujuy;Femenino;Litio-Produccion;42;25515;29148,48
42583;Jujuy;Masculino;Litio-Produccion;248;20793,2;26639,05
42583;Mendoza;Femenino;Litio-Produccion;4;37850;41588,25
42583;Mendoza;Masculino;Litio-Produccion;6;30000;40450
42583;Salta;Femenino;Litio-exploración y financiación;19;16863,8;66693,26
42583;Salta;Femenino;Litio-Produccion;23;32130,6;39128,18
42583;Salta;Masculino;Litio-exploración y financiación;107;21470,1;38527,97
42583;Salta;Masculino;Litio-Produccion;55;43024,8;64197,41
42614;Catamarca;Femenino;Litio-Produccion;27;26751,2;38344,58
42614;Catamarca;Masculino;Litio-Produccion;206;45471,25;51030,95
42614;Jujuy;Femenino;Litio-Produccion;45;48007,5;69343,4
42614;Jujuy;Masculino;Litio-Produccion;263;44411,7;57303,25
42614;Mendoza;Femenino;Litio-Produccion;4;37850;45343,75
42614;Mendoza;Masculino;Litio-Produccion;8;39850;49712,5
42614;Salta;Femenino;Litio-exploración y financiación;18;22299,5;42940,96
42614;Salta;Femenino;Litio-Produccion;24;27908,05;34792,95
42614;Salta;Masculino;Litio-exploración y financiación;109;24885,7;44913,49
42614;Salta;Masculino;Litio-Produccion;54;36555,05;55462
42644;Catamarca;Femenino;Litio-Produccion;26;26518,65;37887,41
42644;Catamarca;Masculino;Litio-Produccion;206;51205,05;58241,77
42644;Jujuy;Femenino;Litio-Produccion;49;26060;32228,88
42644;Jujuy;Masculino;Litio-Produccion;270;22158,1;28420,82
42644;Mendoza;Femenino;Litio-Produccion;4;37850;44122,5
42644;Mendoza;Masculino;Litio-Produccion;14;24000;31483,33
42644;Salta;Femenino;Litio-exploración y financiación;18;29548,2;41589,63
42644;Salta;Femenino;Litio-Produccion;24;27908,05;34768,68
42644;Salta;Masculino;Litio-exploración y financiación;112;23055,6;40725,35
42644;Salta;Masculino;Litio-Produccion;54;39130,9;61925,31
42675;Catamarca;Femenino;Litio-Produccion;28;26518,65;36525,86
42675;Catamarca;Masculino;Litio-Produccion;207;46911,3;52090,93
42675;Jujuy;Femenino;Litio-Produccion;49;27922,9;32254,31
42675;Jujuy;Masculino;Litio-Produccion;287;21284,7;27932,22
42675;Mendoza;Femenino;Litio-Produccion;5;28426,7;76867,24
42675;Mendoza;Masculino;Litio-Produccion;17;28000;35480,39
42675;Salta;Femenino;Litio-exploración y financiación;19;24096,4;41215,68
42675;Salta;Femenino;Litio-Produccion;23;29524,4;36774,23
42675;Salta;Masculino;Litio-exploración y financiación;120;25014,4;44426,59
42675;Salta;Masculino;Litio-Produccion;52;41266,55;58083,72
42705;Catamarca;Femenino;Litio-Produccion;28;46936,7;63993,16
42705;Catamarca;Masculino;Litio-Produccion;207;78422,3;86418,93
42705;Jujuy;Femenino;Litio-Produccion;53;35549,4;44995,18
42705;Jujuy;Masculino;Litio-Produccion;295;32111,8;41014,47
42705;Mendoza;Femenino;Litio-Produccion;4;32940;56882,5
42705;Mendoza;Masculino;Litio-Produccion;19;33833,3;48654,98
42705;Salta;Femenino;Litio-exploración y financiación;19;39084,6;63661,28
42705;Salta;Femenino;Litio-Produccion;23;56764,7;64190,06
42705;Salta;Masculino;Litio-exploración y financiación;120;36765,05;66671,48
42705;Salta;Masculino;Litio-Produccion;52;65777,15;91005,56
42736;Catamarca;Femenino;Litio-Produccion;29;42046,1;59296,71
42736;Catamarca;Masculino;Litio-Produccion;210;83912,85;86253,8
42736;Jujuy;Femenino;Litio-Produccion;56;25955,8;32918,86
42736;Jujuy;Masculino;Litio-Produccion;300;22900,15;28248,43
42736;Mendoza;Femenino;Litio-Produccion;5;30000;38122,18
42736;Mendoza;Masculino;Litio-Produccion;22;28000;37683,33
42736;Salta;Femenino;Litio-exploración y financiación;19;20781,2;44246,52
42736;Salta;Femenino;Litio-Produccion;23;39999,5;49928,93
42736;Salta;Masculino;Litio-exploración y financiación;124;26447,8;51537,6
42736;Salta;Masculino;Litio-Produccion;53;64048,7;74496,63
42767;Catamarca;Femenino;Litio-Produccion;26;35486,65;69156,25
42767;Catamarca;Masculino;Litio-Produccion;206;50617,05;73232,69
42767;Jujuy;Femenino;Litio-Produccion;57;27922,9;37542,9
42767;Jujuy;Masculino;Litio-Produccion;308;24247,15;35086,17
42767;Mendoza;Femenino;Litio-Produccion;7;22000;31515,84
42767;Mendoza;Masculino;Litio-Produccion;27;30000;40271,61
42767;Salta;Femenino;Litio-exploración y financiación;19;20781,2;40967,05
42767;Salta;Femenino;Litio-Produccion;27;61834,5;85553,72
42767;Salta;Masculino;Litio-exploración y financiación;125;26119,5;46242,46
42767;Salta;Masculino;Litio-Produccion;58;64346,8;93388,23
42795;Catamarca;Femenino;Litio-Produccion;27;34791,87;44439,54
42795;Catamarca;Masculino;Litio-Produccion;210;49411,14;65147,65
42795;Jujuy;Femenino;Litio-Produccion;57;27422,2;35664,07
42795;Jujuy;Masculino;Litio-Produccion;311;23305;32881,91
42795;Mendoza;Femenino;Litio-Produccion;7;22000;33199,47
42795;Mendoza;Masculino;Litio-Produccion;27;30000;38333,33
42795;Salta;Femenino;Litio-exploración y financiación;21;19814,5;37409,89
42795;Salta;Femenino;Litio-Produccion;26;34639,26;44742,74
42795;Salta;Masculino;Litio-exploración y financiación;133;25732,3;44569,9
42795;Salta;Masculino;Litio-Produccion;59;51142,89;85512,4
42826;Catamarca;Femenino;Litio-Produccion;26;34883,96;44874,66
42826;Catamarca;Masculino;Litio-exploración y financiación;2;18455,8;18455,8
42826;Catamarca;Masculino;Litio-Produccion;197;48616,3;55746,1
42826;Jujuy;Femenino;Litio-Produccion;59;28335,47;37783,32
42826;Jujuy;Masculino;Litio-Produccion;332;23818,19;31331,33
42826;Mendoza;Femenino;Litio-Produccion;7;22000;33426,86
42826;Mendoza;Masculino;Litio-Produccion;29;30000;43528,74
42826;Salta;Femenino;Litio-exploración y financiación;22;18907,25;36766,35
42826;Salta;Femenino;Litio-Produccion;25;36103,48;45816,95
42826;Salta;Masculino;Litio-exploración y financiación;143;24096;43126,39
42826;Salta;Masculino;Litio-Produccion;72;62651,64;77625,16
42856;Catamarca;Femenino;Litio-Produccion;24;35538,36;49825,88
42856;Catamarca;Masculino;Litio-exploración y financiación;4;25000;25239
42856;Catamarca;Masculino;Litio-Produccion;199;48877,14;54273,57
42856;Jujuy;Femenino;Litio-Produccion;64;31377,06;33316,58
42856;Jujuy;Masculino;Litio-Produccion;345;36144,58;36086,61
42856;Mendoza;Femenino;Litio-Produccion;7;22000;33885,13
42856;Mendoza;Masculino;Litio-Produccion;28;30000;44591,67
42856;Salta;Femenino;Litio-exploración y financiación;22;21677,77;68393
42856;Salta;Femenino;Litio-Produccion;25;37977,25;47751,93
42856;Salta;Masculino;Litio-exploración y financiación;142;30151,31;52168,86
42856;Salta;Masculino;Litio-Produccion;78;57546,65;76528,57
42887;Catamarca;Femenino;Litio-exploración y financiación;1;35240,83;35240,83
42887;Catamarca;Femenino;Litio-Produccion;24;55771,53;79882,12
42887;Catamarca;Masculino;Litio-exploración y financiación;4;17486,53;22834,96
42887;Catamarca;Masculino;Litio-Produccion;205;83926,3;88014,6
42887;Jujuy;Femenino;Litio-Produccion;65;40684,72;49859,22
42887;Jujuy;Masculino;Litio-Produccion;355;40708,49;47979,8
42887;Mendoza;Femenino;Litio-Produccion;7;33000;51737,05
42887;Mendoza;Masculino;Litio-Produccion;29;42000;50117,43
42887;Salta;Femenino;Litio-exploración y financiación;22;30726,03;77475,44
42887;Salta;Femenino;Litio-Produccion;25;60201,55;75499,37
42887;Salta;Masculino;Litio-exploración y financiación;148;39844,75;65415,05
42887;Salta;Masculino;Litio-Produccion;79;91234;126369,52
42917;Catamarca;Femenino;Litio-exploración y financiación;1;33734,95;33734,95
42917;Catamarca;Femenino;Litio-Produccion;24;47131,63;58083,21
42917;Catamarca;Masculino;Litio-exploración y financiación;1;21000;21000
42917;Catamarca;Masculino;Litio-Produccion;207;62847,41;69934,16
42917;Jujuy;Femenino;Litio-Produccion;67;27040;33507,14
42917;Jujuy;Masculino;Litio-Produccion;365;26285,51;32705,15
42917;Mendoza;Femenino;Litio-Produccion;7;18773,33;33833,86
42917;Mendoza;Masculino;Litio-Produccion;30;30000;35571,56
42917;Salta;Femenino;Litio-exploración y financiación;22;22718,92;29692,6
42917;Salta;Femenino;Litio-Produccion;25;40154,86;48781,9
42917;Salta;Masculino;Litio-exploración y financiación;156;27012,02;56198,43
42917;Salta;Masculino;Litio-Produccion;79;62635,15;82990,56
42948;Catamarca;Femenino;Litio-exploración y financiación;1;37720,54;37720,54
42948;Catamarca;Femenino;Litio-Produccion;24;60469,94;72964,3
42948;Catamarca;Masculino;Litio-exploración y financiación;1;21000;21000
42948;Catamarca;Masculino;Litio-Produccion;206;77221,41;85763,66
42948;Jujuy;Femenino;Litio-Produccion;69;26450;33082
42948;Jujuy;Masculino;Litio-Produccion;377;25956,77;34397,87
42948;Mendoza;Femenino;Litio-Produccion;7;22000;38475,55
42948;Mendoza;Masculino;Litio-Produccion;32;33000;44062,5
42948;Salta;Femenino;Litio-exploración y financiación;22;25738,08;33688,74
42948;Salta;Femenino;Litio-Produccion;25;59395,32;65628,46
42948;Salta;Masculino;Litio-exploración y financiación;157;29073,8;44697,46
42948;Salta;Masculino;Litio-Produccion;79;88389,61;98683,95
42979;Catamarca;Femenino;Litio-exploración y financiación;5;28000;35274,54
42979;Catamarca;Femenino;Litio-Produccion;26;37819,21;49061,28
42979;Catamarca;Masculino;Litio-exploración y financiación;4;68000;64250
42979;Catamarca;Masculino;Litio-Produccion;213;52564,96;59774,32
42979;Jujuy;Femenino;Litio-Produccion;68;45948,5;73965,64
42979;Jujuy;Masculino;Litio-Produccion;386;56473,15;65267,18
42979;Mendoza;Femenino;Litio-Produccion;7;22000;67420,5
42979;Mendoza;Masculino;Litio-Produccion;32;68193;79828,88
42979;Salta;Femenino;Litio-exploración y financiación;23;24154,26;32239,71
42979;Salta;Femenino;Litio-Produccion;25;39395,32;48841,73
42979;Salta;Masculino;Litio-exploración y financiación;161;29684,02;45789,31
42979;Salta;Masculino;Litio-Produccion;79;63782,66;82974,46
43009;CABA;Masculino;Litio-Produccion;5;8798,4;10612,37
43009;Catamarca;Femenino;Litio-exploración y financiación;5;28000;35708,28
43009;Catamarca;Femenino;Litio-Produccion;27;40076,85;50736,19
43009;Catamarca;Masculino;Litio-exploración y financiación;4;68000;64250
43009;Catamarca;Masculino;Litio-Produccion;216;57005,43;58916,48
43009;Jujuy;Femenino;Litio-Produccion;72;30424,34;45696,1
43009;Jujuy;Masculino;Litio-Produccion;399;29207,19;37191,51
43009;Mendoza;Femenino;Litio-Produccion;6;22000;26024,05
43009;Mendoza;Masculino;Litio-Produccion;36;33000;43856,63
43009;Salta;Femenino;Litio-exploración y financiación;25;24154,26;32574,72
43009;Salta;Femenino;Litio-Produccion;25;43286,71;52814,47
43009;Salta;Masculino;Litio-exploración y financiación;163;29441,66;48084,77
43009;Salta;Masculino;Litio-Produccion;81;65055,11;86000,86
43040;CABA;Masculino;Litio-Produccion;5;8065,2;8779,4
43040;Catamarca;Femenino;Litio-exploración y financiación;4;31185,46;38385,35
43040;Catamarca;Femenino;Litio-Produccion;34;52613,93;63467,03
43040;Catamarca;Masculino;Litio-exploración y financiación;3;75000;78666,67
43040;Catamarca;Masculino;Litio-Produccion;232;71515,6;75308,76
43040;Jujuy;Femenino;Litio-Produccion;76;28698,9;35083,52
43040;Jujuy;Masculino;Litio-Produccion;417;28055,89;36061,57
43040;Mendoza;Femenino;Litio-Produccion;7;22000;23604,57
43040;Mendoza;Masculino;Litio-Produccion;36;36000;47388,89
43040;Salta;Femenino;Litio-exploración y financiación;26;26133,37;36436,26
43040;Salta;Femenino;Litio-Produccion;25;67453,8;74106,5
43040;Salta;Masculino;Litio-exploración y financiación;170;29766,21;49013,51
43040;Salta;Masculino;Litio-Produccion;83;82003,31;102057,18
43070;CABA;Masculino;Litio-Produccion;1;27654,76;27654,76
43070;Catamarca;Femenino;Litio-exploración y financiación;5;37488,89;47499,16
43070;Catamarca;Femenino;Litio-Produccion;36;54926,84;71860,91
43070;Catamarca;Masculino;Litio-exploración y financiación;5;81672,22;72941,92
43070;Catamarca;Masculino;Litio-Produccion;234;94100,26;95318,04
43070;Jujuy;Femenino;Litio-Produccion;100;39597,39;44835,95
43070;Jujuy;Masculino;Litio-Produccion;465;45886,34;51396,83
43070;Mendoza;Femenino;Litio-Produccion;7;33000;36456,94
43070;Mendoza;Masculino;Litio-Produccion;37;51000;65735,18
43070;Salta;Femenino;Litio-exploración y financiación;27;36231,39;52097,2
43070;Salta;Femenino;Litio-Produccion;25;71180,7;79139,78
43070;Salta;Masculino;Litio-exploración y financiación;168;45100,01;77127,11
43070;Salta;Masculino;Litio-Produccion;85;97582,67;124150,77
43101;CABA;Masculino;Litio-Produccion;1;21640,81;21640,81
43101;Catamarca;Femenino;Litio-exploración y financiación;5;36364,53;43488,44
43101;Catamarca;Femenino;Litio-Produccion;37;54617,49;69975,43
43101;Catamarca;Masculino;Litio-exploración y financiación;6;86000;97241,58
43101;Catamarca;Masculino;Litio-Produccion;234;103398,79;102054,68
43101;Jujuy;Femenino;Litio-Produccion;98;26987,81;34341,04
43101;Jujuy;Masculino;Litio-Produccion;466;28598,66;37616,2
43101;Mendoza;Femenino;Litio-Produccion;9;22000;31514,67
43101;Mendoza;Masculino;Litio-Produccion;41;50000;65306,34
43101;Salta;Femenino;Litio-exploración y financiación;26;27697,86;41702,72
43101;Salta;Femenino;Litio-Produccion;23;60704,17;72648,12
43101;Salta;Masculino;Litio-exploración y financiación;162;32110,26;53933,09
43101;Salta;Masculino;Litio-Produccion;82;96102,78;111413,12
43132;CABA;Masculino;Litio-Produccion;2;21640,81;21640,81
43132;Catamarca;Femenino;Litio-exploración y financiación;5;36155;45013,16
43132;Catamarca;Femenino;Litio-Produccion;39;40964;81499,14
43132;Catamarca;Masculino;Litio-exploración y financiación;6;86000;100809,35
43132;Catamarca;Masculino;Litio-Produccion;244;62267,81;81407,98
43132;Jujuy;Femenino;Litio-Produccion;97;26500;33993,02
43132;Jujuy;Masculino;Litio-Produccion;446;27103,35;37601,68
43132;Mendoza;Femenino;Litio-Produccion;9;24053,33;31782,78
43132;Mendoza;Masculino;Litio-Produccion;43;38000;49546,82
43132;Salta;Femenino;Litio-exploración y financiación;27;35188,45;45980,57
43132;Salta;Femenino;Litio-Produccion;24;95606,04;129656,36
43132;Salta;Masculino;Litio-exploración y financiación;165;32878,42;58326,33
43132;Salta;Masculino;Litio-Produccion;85;106489,65;146413,13
43160;CABA;Masculino;Litio-Produccion;5;17080;16098,41
43160;Catamarca;Femenino;Litio-exploración y financiación;5;36155;42432,49
43160;Catamarca;Femenino;Litio-Produccion;41;39427,48;49583,56
43160;Catamarca;Masculino;Litio-exploración y financiación;6;86000;100935,94
43160;Catamarca;Masculino;Litio-Produccion;243;58123,4;63696,84
43160;Jujuy;Femenino;Litio-Produccion;95;28416,67;35754,06
43160;Jujuy;Masculino;Litio-Produccion;438;28611,93;42209,35
43160;Mendoza;Femenino;Litio-Produccion;8;22000;32256,67
43160;Mendoza;Masculino;Litio-Produccion;43;40000;50255,81
43160;Salta;Femenino;Litio-exploración y financiación;26;26571,36;40928,15
43160;Salta;Femenino;Litio-Produccion;23;56362,48;63526,22
43160;Salta;Masculino;Litio-exploración y financiación;167;30120,48;54720,8
43160;Salta;Masculino;Litio-Produccion;83;73640,87;117553,12
43191;CABA;Masculino;Litio-Produccion;9;13300;16131,38
43191;Catamarca;Femenino;Litio-exploración y financiación;5;42792;49002,95
43191;Catamarca;Femenino;Litio-Produccion;40;41935,93;56676,12
43191;Catamarca;Masculino;Litio-exploración y financiación;6;86000;100935,94
43191;Catamarca;Masculino;Litio-Produccion;244;63470,15;67145,26
43191;Jujuy;Femenino;Litio-Produccion;95;37627,94;43072,79
43191;Jujuy;Masculino;Litio-Produccion;432;37806,6;46434,73
43191;Mendoza;Femenino;Litio-Produccion;8;22513,33;55509,58
43191;Mendoza;Masculino;Litio-Produccion;44;39000;49701,52
43191;Salta;Femenino;Litio-exploración y financiación;27;26288;42786,24
43191;Salta;Femenino;Litio-Produccion;23;60195,13;67168,55
43191;Salta;Masculino;Litio-exploración y financiación;168;31393,87;54576,18
43191;Salta;Masculino;Litio-Produccion;83;78648,45;99450,65
43221;CABA;Masculino;Litio-Produccion;9;13300;24564,12
43221;Catamarca;Femenino;Litio-exploración y financiación;6;38077,5;37435,05
43221;Catamarca;Femenino;Litio-Produccion;40;46091,18;60288,62
43221;Catamarca;Masculino;Litio-exploración y financiación;7;94875;102325,47
43221;Catamarca;Masculino;Litio-Produccion;242;67019,05;71031,96
43221;Jujuy;Femenino;Litio-Produccion;97;31455,51;39023,08
43221;Jujuy;Masculino;Litio-Produccion;434;33537,05;43319,91
43221;Mendoza;Femenino;Litio-Produccion;7;23000;28581,9
43221;Mendoza;Masculino;Litio-Produccion;45;46000;61968,22
43221;Salta;Femenino;Litio-exploración y financiación;27;28500;47513,63
43221;Salta;Femenino;Litio-Produccion;24;58041,72;64431,69
43221;Salta;Masculino;Litio-exploración y financiación;173;37512,47;63756,21
43221;Salta;Masculino;Litio-Produccion;82;75505,38;102628,31
43252;CABA;Masculino;Litio-Produccion;8;19950;22878,71
43252;Catamarca;Femenino;Litio-exploración y financiación;6;57116,25;60484,58
43252;Catamarca;Femenino;Litio-Produccion;39;84952,43;100139,07
43252;Catamarca;Masculino;Litio-exploración y financiación;6;116947,6;160949,76
43252;Catamarca;Masculino;Litio-Produccion;230;128386,8;130646,45
43252;Jujuy;Femenino;Litio-Produccion;99;44876,35;57601,09
43252;Jujuy;Masculino;Litio-Produccion;445;49835,4;65654,93
43252;Mendoza;Femenino;Litio-Produccion;7;35026,67;42794,76
43252;Mendoza;Masculino;Litio-Produccion;44;67275;83322,05
43252;Salta;Femenino;Litio-exploración y financiación;27;42750;70277,17
43252;Salta;Femenino;Litio-Produccion;24;100747,16;112389,07
43252;Salta;Masculino;Litio-exploración y financiación;174;51536,4;89716,18
43252;Salta;Masculino;Litio-Produccion;83;132979,97;174095,08
43282;CABA;Masculino;Litio-Produccion;6;12087,96;13555,53
43282;Catamarca;Femenino;Litio-exploración y financiación;6;40337,19;70543,11
43282;Catamarca;Femenino;Litio-Produccion;40;51830,68;66363,49
43282;Catamarca;Masculino;Litio-exploración y financiación;7;78313;107180,96
43282;Catamarca;Masculino;Litio-Produccion;233;83149,92;88678,71
43282;Jujuy;Femenino;Litio-Produccion;102;32013,98;42816,82
43282;Jujuy;Masculino;Litio-Produccion;454;34707,51;46873,67
43282;Mendoza;Femenino;Litio-Produccion;7;25872;32325,39
43282;Mendoza;Masculino;Litio-Produccion;43;80650;99628,05
43282;Salta;Femenino;Litio-exploración y financiación;30;29616,08;46721,71
43282;Salta;Femenino;Litio-Produccion;25;67594,66;71600,95
43282;Salta;Masculino;Litio-exploración y financiación;175;36400;67465,61
43282;Salta;Masculino;Litio-Produccion;85;75712,05;106815,91
43313;CABA;Masculino;Litio-Produccion;1;36919,19;36919,19
43313;Catamarca;Femenino;Litio-exploración y financiación;6;40337,19;49874,09
43313;Catamarca;Femenino;Litio-Produccion;40;62691,43;77433,21
43313;Catamarca;Masculino;Litio-exploración y financiación;7;78313;108523,44
43313;Catamarca;Masculino;Litio-Produccion;237;87064,25;89338,31
43313;Jujuy;Femenino;Litio-Produccion;106;33110;44253,49
43313;Jujuy;Masculino;Litio-Produccion;454;34855,26;50971,24
43313;Mendoza;Femenino;Litio-Produccion;7;25872;31980,43
43313;Mendoza;Masculino;Litio-Produccion;43;56250;70238,76
43313;Salta;Femenino;Litio-exploración y financiación;33;31350;54963,72
43313;Salta;Femenino;Litio-Produccion;24;69176,1;73880,49
43313;Salta;Masculino;Litio-exploración y financiación;174;37561,88;77439,35
43313;Salta;Masculino;Litio-Produccion;84;82841,55;109565,54
43344;CABA;Masculino;Litio-Produccion;1;29280;29280
43344;Catamarca;Femenino;Litio-exploración y financiación;9;44741,82;112248,07
43344;Catamarca;Femenino;Litio-Produccion;41;58952,53;68140,08
43344;Catamarca;Masculino;Litio-exploración y financiación;8;95252,4;156364,96
43344;Catamarca;Masculino;Litio-Produccion;243;82115,72;87299,72
43344;Jujuy;Femenino;Litio-Produccion;108;45219,37;82060,81
43344;Jujuy;Masculino;Litio-Produccion;463;85019,3;97394,67
43344;Mendoza;Femenino;Litio-Produccion;7;29325;35719,86
43344;Mendoza;Masculino;Litio-Produccion;43;52222;75525,19
43344;Salta;Femenino;Litio-exploración y financiación;35;31579,69;51843,51
43344;Salta;Femenino;Litio-Produccion;26;68516,94;69491,89
43344;Salta;Masculino;Litio-exploración y financiación;181;37620;72504,37
43344;Salta;Masculino;Litio-Produccion;84;79502,74;111605,54
43374;CABA;Masculino;Litio-Produccion;1;29280;29280
43374;Catamarca;Femenino;Litio-exploración y financiación;11;44000;152196,69
43374;Catamarca;Femenino;Litio-Produccion;41;68952,53;76542,32
43374;Catamarca;Masculino;Litio-exploración y financiación;10;92667,2;155085,63
43374;Catamarca;Masculino;Litio-Produccion;247;94688,56;94550,86
43374;Jujuy;Femenino;Litio-Produccion;110;39099,25;50842,95
43374;Jujuy;Masculino;Litio-Produccion;481;40762,31;55025,93
43374;Mendoza;Femenino;Litio-Produccion;9;29325;35426,56
43374;Mendoza;Masculino;Litio-Produccion;46;48387;72130,33
43374;Salta;Femenino;Litio-exploración y financiación;37;40000;54280,78
43374;Salta;Femenino;Litio-Produccion;27;70097,13;76112,77
43374;Salta;Masculino;Litio-exploración y financiación;190;38507,35;69393,51
43374;Salta;Masculino;Litio-Produccion;85;86059,33;115839,15
43405;CABA;Masculino;Litio-Produccion;1;29280;29280
43405;Catamarca;Femenino;Litio-exploración y financiación;13;50000;158226,5
43405;Catamarca;Femenino;Litio-Produccion;43;61569,3;73835,54
43405;Catamarca;Masculino;Litio-exploración y financiación;12;120106,25;215082,33
43405;Catamarca;Masculino;Litio-Produccion;251;94595,59;95325,41
43405;Jujuy;Femenino;Litio-Produccion;122;39337,55;54949,63
43405;Jujuy;Masculino;Litio-Produccion;500;42411,18;58031,75
43405;Mendoza;Femenino;Litio-Produccion;9;31825;40948,78
43405;Mendoza;Masculino;Litio-Produccion;46;52476,84;75954,42
43405;Salta;Femenino;Litio-exploración y financiación;36;42500;59868,25
43405;Salta;Femenino;Litio-Produccion;28;72669,73;78338,17
43405;Salta;Masculino;Litio-exploración y financiación;180;44004,23;75106,12
43405;Salta;Masculino;Litio-Produccion;82;96686,39;128994,07
43435;CABA;Masculino;Litio-Produccion;1;43920;43920
43435;Catamarca;Femenino;Litio-exploración y financiación;13;67112,73;177089,25
43435;Catamarca;Femenino;Litio-Produccion;43;82715,85;102374,99
43435;Catamarca;Masculino;Litio-exploración y financiación;15;129216,45;400703,73
43435;Catamarca;Masculino;Litio-Produccion;251;138988,06;143239,83
43435;Jujuy;Femenino;Litio-Produccion;123;58989;77409,65
43435;Jujuy;Masculino;Litio-Produccion;510;62500;83651,85
43435;Mendoza;Femenino;Litio-Produccion;9;43987,5;55599,66
43435;Mendoza;Masculino;Litio-Produccion;45;78453,28;115126,94
43435;Salta;Femenino;Litio-exploración y financiación;37;64900;87574,18
43435;Salta;Femenino;Litio-Produccion;29;103267,7;118517,91
43435;Salta;Masculino;Litio-exploración y financiación;177;65100;105345,58
43435;Salta;Masculino;Litio-Produccion;85;151302,17;206835,8
43466;CABA;Masculino;Litio-Produccion;1;40992;40992
43466;Catamarca;Femenino;Litio-exploración y financiación;12;61847,92;143878,84
43466;Catamarca;Femenino;Litio-Produccion;46;64804,98;88046,95
43466;Catamarca;Masculino;Litio-exploración y financiación;23;110000;288972,33
43466;Catamarca;Masculino;Litio-Produccion;252;148466,63;147500
43466;Jujuy;Femenino;Litio-Produccion;128;44166,66;60313,87
43466;Jujuy;Masculino;Litio-Produccion;527;46950,67;66129,39
43466;Mendoza;Femenino;Litio-Produccion;10;31294,58;37270,92
43466;Mendoza;Masculino;Litio-Produccion;45;50887;76142,64
43466;Salta;Femenino;Litio-exploración y financiación;41;49700;71531,79
43466;Salta;Femenino;Litio-Produccion;27;86794,55;99163,75
43466;Salta;Masculino;Litio-exploración y financiación;183;47364,52;89699,26
43466;Salta;Masculino;Litio-Produccion;93;125357,75;150254,39
43497;CABA;Masculino;Litio-exploración y financiación;2;18975,9;18975,9
43497;CABA;Masculino;Litio-Produccion;1;40992;40992
43497;Catamarca;Femenino;Litio-exploración y financiación;13;78329,52;168323,66
43497;Catamarca;Femenino;Litio-Produccion;46;53426,68;66564,77
43497;Catamarca;Masculino;Litio-exploración y financiación;25;147400;304018,74
43497;Catamarca;Masculino;Litio-Produccion;250;77625,43;86454,15
43497;Jujuy;Femenino;Litio-Produccion;124;42703,02;60447,76
